,Account Name: Account Name,count,Order_Won,min,max,mean,sum,Bundle,Cloud : New,Cloud : Renewal,Hardware : FRUs,Hardware : Stations,Other Services : CPaaS,Other Services : Validation,Other Support Services : Activation,Warranty : Assure,Warranty : Assure Renewal,LastPurchase,FirstPurchase,output(kW)
21519,The Landmark Condominium,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,110,0.0
21520,The Landmark of the Gardens Condominium Association,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,442,0.0
21521,The Lane at Waterway,1,1,13680.0,13680.0,13680.0,13680.0,1.0,0.0,0.0,0.0,0.0,4560.0,0.0,0.0,0.0,0.0,336,336,14.4
21522,The Lane on the Blvd,3,3,1007.0,1380.0,1131.3333333333333,3394.0,0.0,1316.0,345.0,0.0,0.0,0.0,0.0,698.0,0.0,0.0,257,607,0.0
21523,The Lapham Company Inc,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504,504,0.0
21524,The Last Queen,2,1,0.0,8800.0,4400.0,8800.0,1.0,2242.0,0.0,0.0,4687.0,0.0,0.0,0.0,1871.0,0.0,200,401,7.2
21525,The Latvian Welfare Trust,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,586,586,0.0
21526,The Lauren Condominiums,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,565,0.0
21527,The Lawrenceville School,4,4,658.0,1075.0,780.75,3123.0,0.0,0.0,674.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,141,583,0.0
21528,The Lenkin Company Management (1300),1,1,325.0,325.0,325.0,325.0,0.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,447,447,0.0
21529,The Liddel c/o FirstService,1,1,8859.0,8859.0,8859.0,8859.0,0.0,0.0,889.0,0.0,0.0,0.0,0.0,0.0,0.0,2064.0,478,478,0.0
21530,The Lightwell,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345,345,0.0
21531,The Linden,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162,162,0.0
21532,The Line Lofts,2,2,1500.0,3207.0,2353.5,4707.0,0.0,0.0,164.5,700.0,0.0,0.0,0.0,0.0,0.0,370.0,299,315,0.0
21533,The Link,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,442,0.0
21534,The Lion Electric Co USA Inc,1,1,65280.0,65280.0,65280.0,65280.0,0.0,0.0,0.0,0.0,65280.0,0.0,0.0,0.0,0.0,0.0,546,546,62.5
21535,The Lion Electric Co./La Compagnie Électrique Lion,1,1,1400.8,1400.8,1400.8,1400.8,0.0,401.6,0.0,0.0,0.0,0.0,0.0,268.8,0.0,0.0,231,231,0.0
21536,The Lively at Firewheel,1,1,18519.0,18519.0,18519.0,18519.0,1.0,1680.0,0.0,0.0,14061.0,0.0,0.0,891.0,1887.0,0.0,398,398,21.6
21537,The Local Tap,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,200,0.0
21538,The Lodge at Big Bear Lake,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504,504,0.0
21539,The Lofts at Park Crest,3,3,658.0,750.0,699.3333333333334,2098.0,0.0,329.0,345.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,113,644,0.0
21540,The Lofts of Merchant Row,1,1,658.0,658.0,658.0,658.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,457,457,0.0
21541,The Lofts on Wall,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,565,0.0
21542,The Loomis Institute,1,1,9880.0,9880.0,9880.0,9880.0,1.0,2242.0,0.0,54.5,5408.0,0.0,0.0,0.0,2121.0,0.0,418,418,7.2
21543,The Los Angeles Lakers Inc,2,1,0.0,38892.0,19446.0,38892.0,0.0,0.0,1468.0,0.0,0.0,0.0,0.0,0.0,0.0,2620.0,167,645,0.0
21544,The Lot,1,1,750.0,750.0,750.0,750.0,0.0,0.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,204,204,0.0
21545,The Lucas at Cedar Springs,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474,474,0.0
21546,The Lyla,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595,595,0.0
21547,The Lynmark Group,2,2,1251.0,1459.0,1355.0,2710.0,0.0,0.0,690.0,0.0,0.0,0.0,0.0,0.0,0.0,1330.0,104,225,0.0
21548,The Lyric Apartments,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638,638,0.0
21549,The M.J. Sullivan Automotive Corner,1,1,74878.0,74878.0,74878.0,74878.0,1.0,9598.0,0.0,0.0,65280.0,0.0,0.0,0.0,0.0,0.0,450,450,62.5
21550,The Maddox,1,1,2796.0,2796.0,2796.0,2796.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,453,453,0.0
21551,The Madisonian Apartments,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351,351,0.0
21552,The Mae on Cascades,1,1,1778.0,1778.0,1778.0,1778.0,0.0,0.0,889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405,405,0.0
21553,The Mall At Millenia,2,2,800.0,3744.0,2272.0,4544.0,0.0,329.0,0.0,400.0,0.0,0.0,599.0,349.0,740.0,0.0,300,344,0.0
21554,The Mall at Robinson,1,1,1380.0,1380.0,1380.0,1380.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,153,0.0
21555,The Manor at Tatowa,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,200,0.0
21556,The Mansion Apartments,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474,474,0.0
21557,The Marc,2,2,750.0,1075.0,912.5,1825.0,0.0,0.0,0.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,166,315,0.0
21558,The Margo,2,2,1775.0,2014.0,1894.5,3789.0,0.0,1316.0,0.0,1400.0,0.0,0.0,0.0,698.0,0.0,0.0,90,349,0.0
21559,The Margo - Square One Apartments,1,1,1250.0,1250.0,1250.0,1250.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,323,323,0.0
21560,The Mark - Strata Corp EPS1231 - Rancho Mgmt,1,1,1119.2,1119.2,1119.2,1119.2,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,883.2,243,243,0.0
21561,The Marling Apartments,2,2,250.0,1398.0,824.0,1648.0,0.0,0.0,329.0,250.0,0.0,0.0,0.0,0.0,0.0,740.0,462,649,0.0
21562,The Marlowe,2,1,0.0,6557.0,3278.5,6557.0,0.0,2344.0,0.0,0.0,0.0,0.0,509.0,1188.0,2516.0,0.0,111,469,0.0
21563,The Martin Condominium Unit Owners' Association,1,1,700.0,700.0,700.0,700.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,623,623,0.0
21564,The Mast General Store Inc,1,1,12000.0,12000.0,12000.0,12000.0,1.0,0.0,0.0,0.0,0.0,2400.0,0.0,0.0,0.0,0.0,562,562,7.2
21565,The Maxwell House Restaurant & Bar,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,442,0.0
21566,The Mayerson Company,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474,565,0.0
21567,The Merge Eastvale,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474,474,0.0
21568,"The Meridian Condominium, Inc",1,1,11400.0,11400.0,11400.0,11400.0,1.0,0.0,0.0,0.0,0.0,2280.0,0.0,0.0,0.0,0.0,565,565,7.2
21569,The Meridian of PB,1,1,20400.0,20400.0,20400.0,20400.0,1.0,0.0,0.0,0.0,0.0,4080.0,0.0,0.0,0.0,0.0,369,369,14.4
21570,The Meritage Resort and Spa,4,2,0.0,2930.0,1431.5,5726.0,0.0,0.0,674.0,0.0,0.0,0.0,0.0,0.0,0.0,1515.0,159,573,0.0
21571,The Met,1,1,3575.0,3575.0,3575.0,3575.0,0.0,0.0,0.0,2275.0,0.0,0.0,0.0,0.0,0.0,0.0,371,371,0.0
21572,The Meyden,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638,638,0.0
21573,The Minnow Bucket At 222,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,627,627,0.0
21574,The Mint,1,1,13204.0,13204.0,13204.0,13204.0,1.0,1172.0,0.0,0.0,10120.0,0.0,0.0,594.0,1318.0,0.0,189,189,14.4
21575,The Mirasol Apartments,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,111,0.0
21576,The Mitre Corporation,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,99,0.0
21577,The Modern c/o SJP Properties,1,1,658.0,658.0,658.0,658.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358,358,0.0
21578,The Moderne,1,1,1745.0,1745.0,1745.0,1745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1745.0,0.0,0.0,204,204,0.0
21579,The Moinian Group,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,110,0.0
21580,The Mondrian Cityplace,1,1,4194.0,4194.0,4194.0,4194.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,351,351,0.0
21581,The Montclair State University Student Government Association Scholar,3,2,0.0,2930.0,1218.3333333333333,3655.0,0.0,0.0,345.0,325.0,0.0,0.0,0.0,0.0,0.0,775.0,201,470,0.0
21582,The Monterey Apartments,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,565,0.0
21583,The Moran,1,1,658.0,658.0,658.0,658.0,0.0,0.0,401.6,0.0,0.0,0.0,0.0,0.0,0.0,571.0,512,512,0.0
21584,The Morgan Group Inc,5,2,0.0,20504.0,8201.6,41008.0,2.0,2632.0,0.0,380.0,28840.0,0.0,4800.0,1396.0,2960.0,0.0,261,565,28.8
21585,The Motor Enclave,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,107,0.0
21586,The Motorcars Group,1,1,4109.0,4109.0,4109.0,4109.0,1.0,25.5,0.0,35.5,1918.5,0.0,0.0,0.0,75.0,0.0,597,597,19.2
21587,The Mountainside,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,565,0.0
21588,The Muller Company,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320,351,0.0
21589,The Muller Company - Phoenix Corporate Tower,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514,514,0.0
21590,The Municipality of the District of West Hants,1,1,18049.6,18049.6,18049.6,18049.6,1.0,3155.2,0.0,129.6,10276.8,0.0,0.0,0.0,4488.0,0.0,146,146,14.4
21591,The Murano Condominium,2,2,725.0,1316.0,1020.5,2041.0,0.0,0.0,329.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,334,540,0.0
21592,The NRP Group LLC,5,5,975.0,20088.0,7175.4,35877.0,2.0,0.0,658.0,1203.0,28122.0,0.0,0.0,1782.0,0.0,740.0,331,516,43.2
21593,The National,1,1,1260.0,1260.0,1260.0,1260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745.6,514.4,349,349,0.0
21594,The National Reconnaissance Office,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514,514,0.0
21595,The Natural Grocery Company,1,1,690.0,690.0,690.0,690.0,0.0,0.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257,257,0.0
21596,The Natural Power Consultants Ltd,4,3,0.0,37310.81,18672.2975,74689.19,2.0,14486.48,0.0,67.57,39918.92,0.0,0.0,0.0,20216.22,0.0,204,525,222.0
21597,The Nature Conservancy Oregon,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320,320,0.0
21598,The Neighborly,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371,371,0.0
21599,The Nemours duPont Hospital,3,3,700.0,31324.0,11141.333333333334,33424.0,1.0,1316.0,0.0,2100.0,9768.0,0.0,2400.0,698.0,1480.0,0.0,421,629,28.8
21600,The New Home Company (Tidelands),1,1,1075.0,1075.0,1075.0,1075.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,623,623,0.0
21601,The New Valley Hospital,1,1,91203.0,91203.0,91203.0,91203.0,1.0,12840.0,0.0,852.0,58032.0,0.0,1527.0,3564.0,14388.0,0.0,142,142,86.4
21602,The Nielsen Company US LLC,2,2,2863.0,21600.0,12231.5,24463.0,1.0,0.0,329.0,0.0,0.0,4320.0,0.0,0.0,0.0,740.0,280,586,14.4
21603,The Nines at Kierland,2,1,0.0,10800.0,5400.0,10800.0,1.0,0.0,0.0,0.0,0.0,2160.0,0.0,0.0,0.0,0.0,169,203,7.2
21604,The Nook,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,200,0.0
21605,The Norfolk & Dedham Group,2,1,0.0,29152.0,14576.0,29152.0,1.0,8968.0,0.0,248.0,18748.0,0.0,0.0,1188.0,0.0,0.0,320,385,28.8
21606,The Northwestern Mutual Life Insurance Company,1,1,2632.0,2632.0,2632.0,2632.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429,429,0.0
21607,The Northwestern Mutual Life Insurance Company Inc,2,2,1923.0,3595.0,2759.0,5518.0,0.0,372.0,0.0,0.0,3998.0,0.0,0.0,0.0,1148.0,0.0,553,560,24.0
21608,The Nrp Group LLC,1,1,21572.0,21572.0,21572.0,21572.0,1.0,0.0,0.0,144.0,20240.0,0.0,0.0,1188.0,0.0,0.0,231,231,28.8
21609,The Nueva School,2,1,0.0,20400.0,10200.0,20400.0,1.0,0.0,0.0,0.0,0.0,4080.0,0.0,0.0,0.0,0.0,336,595,14.4
21610,The Oaks,1,1,23012.0,23012.0,23012.0,23012.0,3.0,1758.0,0.0,180.0,17517.0,0.0,509.0,891.0,1977.0,0.0,181,181,21.6
21611,The Oaks At Buckhead,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626,626,0.0
21612,The Oaks At Denville,2,2,650.0,658.0,654.0,1308.0,0.0,0.0,329.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,398,621,0.0
21613,The Oaks Golf Course,1,1,24876.0,24876.0,24876.0,24876.0,1.0,5276.0,0.0,190.0,14420.0,0.0,0.0,0.0,4990.0,0.0,414,414,14.4
21614,The Oceanage,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162,162,0.0
21615,The Old Gallery,1,1,250.0,250.0,250.0,250.0,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,350,350,0.0
21616,The Old Goat,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,442,0.0
21617,The Old Iron Inn Bed & Breakfast,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646,646,0.0
21618,The Olive,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169,169,0.0
21619,The Olivian,2,2,785.0,3395.0,2090.0,4180.0,0.0,1316.0,0.0,385.0,0.0,0.0,599.0,0.0,1480.0,0.0,148,426,0.0
21620,The Olson Company LLC,2,2,560.0,560.0,560.0,1120.0,0.0,0.0,560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299,650,0.0
21621,The Oscar W Larson Company,2,2,5000.0,14247.0,9623.5,19247.0,0.0,0.0,0.0,186.0,14061.0,0.0,0.0,0.0,0.0,0.0,300,352,21.6
21622,The Overlake School,2,2,690.0,1075.0,882.5,1765.0,0.0,0.0,345.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,261,601,0.0
21623,The Overton,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443,443,0.0
21624,"The Owners, Strata 864",1,1,800.0,800.0,800.0,800.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285,285,0.0
21625,The PNC Financial Services Group Inc,2,2,10937.0,19760.0,15348.5,30697.0,3.0,6838.0,0.0,173.0,17044.0,0.0,0.0,0.0,6469.0,0.0,148,295,21.6
21626,The Paideia School Incorporated,2,1,0.0,13223.0,6611.5,13223.0,2.0,586.0,0.0,0.0,10216.0,0.0,509.0,594.0,1318.0,0.0,111,565,14.4
21627,The Palace Pier,1,1,908.0,908.0,908.0,908.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,0.0,436.0,112,112,0.0
21628,The Palisades of Bethesda,1,1,8900.0,8900.0,8900.0,8900.0,0.0,4708.0,0.0,0.0,0.0,0.0,0.0,0.0,4192.0,0.0,111,111,0.0
21629,The Palladium at McLean Condominium Association,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390,390,0.0
21630,The Palms Condo Association,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,366,366,0.0
21631,The Palms at 120th Street,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,110,0.0
21632,The Palms of Destin,1,1,10800.0,10800.0,10800.0,10800.0,1.0,0.0,0.0,0.0,0.0,2160.0,0.0,0.0,0.0,0.0,111,111,7.2
21633,"The Paper Mill Restaurant, Bar & Events",1,1,12198.0,12198.0,12198.0,12198.0,1.0,1120.0,0.0,0.0,9374.0,0.0,0.0,594.0,1110.0,0.0,513,513,14.4
21634,The Parc,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,533,533,0.0
21635,The Park - Action Property,1,1,1950.0,1950.0,1950.0,1950.0,0.0,0.0,0.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,371,371,0.0
21636,The Park - Bankers Hill,3,3,1134.0,11340.0,5602.666666666667,16808.0,0.0,0.0,0.0,0.0,14641.0,0.0,0.0,0.0,0.0,0.0,111,223,180.0
21637,The Park Santa Monica,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261,261,0.0
21638,The Parker,1,1,1398.0,1398.0,1398.0,1398.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,506,506,0.0
21639,The Parker School,1,1,5078.0,5078.0,5078.0,5078.0,0.0,4484.0,0.0,0.0,0.0,0.0,0.0,594.0,0.0,0.0,432,432,0.0
21640,The Parkside Tower Garage,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351,351,0.0
21641,The Paskin Group,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,200,0.0
21642,The Peachtree Residences,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315,315,0.0
21643,The Pearl on Wilshire,2,2,1075.0,1380.0,1227.5,2455.0,0.0,0.0,345.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,89,152,0.0
21644,The Pecheles Automotive Group,1,1,125762.0,125762.0,125762.0,125762.0,1.0,4799.0,0.0,0.0,42845.0,0.0,0.0,349.0,14438.0,0.0,132,132,86.5
21645,"The Peloton Condominium Association, Inc",1,1,700.0,700.0,700.0,700.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,266,266,0.0
21646,The Peninsula Regent,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595,595,0.0
21647,The Penn Mutual Life Insurance Co,1,1,1372.0,1372.0,1372.0,1372.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,714.0,334,334,0.0
21648,The Pennsylvania State University,5,5,1150.0,65696.0,22137.0,110685.0,1.0,16994.0,345.0,1165.0,58772.0,0.0,9600.0,2792.0,19132.0,0.0,141,562,72.0
21649,The Peterson Companies L C,2,2,7800.0,7800.0,7800.0,15600.0,2.0,0.0,0.0,0.0,0.0,5200.0,0.0,0.0,0.0,0.0,189,195,14.4
21650,The Pineola,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302,302,0.0
21651,The Pines at Davidson,2,2,325.0,658.0,491.5,983.0,0.0,0.0,329.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,362,373,0.0
21652,The Pines of La Jolla Condominiums,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383,383,0.0
21653,The Pingree School Inc,2,2,5078.0,5078.0,5078.0,10156.0,0.0,8968.0,0.0,0.0,0.0,0.0,0.0,1188.0,0.0,0.0,498,498,0.0
21654,The Pingry Corporation,4,4,658.0,1075.0,787.0,3148.0,0.0,0.0,674.0,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,154,558,0.0
21655,The Pinnacle,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412,412,0.0
21656,The Place at Riverwalk,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467,467,0.0
21657,The Place at Sonoran Trails,2,2,770.0,1348.0,1059.0,2118.0,0.0,0.0,337.0,770.0,0.0,0.0,0.0,0.0,0.0,0.0,127,264,0.0
21658,The Platform at Union Station,2,2,750.0,2796.0,1773.0,3546.0,0.0,0.0,329.0,350.0,0.0,0.0,0.0,0.0,0.0,740.0,359,460,0.0
21659,The Plaza Apartments,1,1,975.0,975.0,975.0,975.0,0.0,0.0,0.0,975.0,0.0,0.0,0.0,0.0,0.0,0.0,373,373,0.0
21660,The Plaza In Clayton Condomini,1,1,5606.0,5606.0,5606.0,5606.0,1.0,560.0,0.0,62.0,4687.0,0.0,0.0,297.0,0.0,0.0,370,370,7.2
21661,The Podium,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626,626,0.0
21662,The Point Office Partners LLC,2,2,750.0,1316.0,1033.0,2066.0,0.0,0.0,329.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,364,399,0.0
21663,The Pointe At Polaris,2,1,0.0,375.0,187.5,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200,200,0.0
21664,The Pointe At Warner Center,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293,293,0.0
21665,The Polaris,2,2,62.4,10814.400000000001,5438.400000000001,10876.800000000001,1.0,761.6,0.0,62.4,9515.2,0.0,0.0,537.6,0.0,0.0,272,308,14.4
21666,The Polo Club Apartments,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442,442,0.0
21667,The Porsche Exchange,2,2,498.0,1100.0,799.0,1598.0,0.0,0.0,249.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,271,370,0.0
21668,The Portofino,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462,462,0.0
21669,The Portola at SouthGlenn,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,565,0.0
21670,The Prado Condominium (WPB) Association Inc,2,1,0.0,10800.0,5400.0,10800.0,1.0,0.0,0.0,0.0,0.0,2160.0,0.0,0.0,0.0,0.0,254,388,7.2
21671,The Premier Collection,1,1,3119.0,3119.0,3119.0,3119.0,0.0,1385.0,0.0,0.0,0.0,0.0,0.0,349.0,0.0,0.0,257,257,0.0
21672,The Premier Collection LLC,3,3,350.0,7127.0,4450.333333333333,13351.0,1.0,263.5,274.3,386.3333333333333,2762.0,0.0,0.0,131.0,352.5,626.2,202,590,19.2
21673,The Premiere at Dana Park,3,3,213.0,650.0,362.6666666666667,1088.0,0.0,0.0,438.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,208,597,0.0
21674,The Preserve,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565,565,0.0
21675,The Preserve at Travis Creek,1,1,325.0,325.0,325.0,325.0,0.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,467,467,0.0
21676,The Presidio Trust,3,3,3071.0,7174.0,4910.0,14730.0,0.0,0.0,1133.076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233,594,0.0
21677,"The Primadonna Company, LLC",1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408,408,0.0
21678,The Princeton At College Park,1,1,1316.0,1316.0,1316.0,1316.0,0.0,0.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341,341,0.0
21679,The Procter & Gamble Paper Products Company,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522,522,0.0
21680,The Prospector Condominiums,2,2,690.0,11088.0,5889.0,11778.0,1.0,1120.0,345.0,0.0,9374.0,0.0,0.0,594.0,0.0,0.0,161,343,14.4
21681,The Pruneyard,1,1,3370.0,3370.0,3370.0,3370.0,0.0,0.0,337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303,303,0.0
